sentence,punc,numbers,spaces,characters,stopwords,position,order,noun,preposition,verb,adjectives,wordratio,overlaping_words,unique_words,title_words,selection,document_number
" مری کے قریب گھوڑا گلی کے مقامی سکاؤٹ کی تربیت گاہ کے علاوہ معروف و مشہور لارنس کالج ہے ، جو انگریزی دور میں انگریز بچوں کے لیے اور قیام پاکستان کے بعد پاکستانی بچوں کے لیے تعلیم و تربیت کا اہم مرکز ہے ",0.004950495,0,0.222772277,4.391304348,0.413043478,0.891304348,41,0.130434783,0.347826087,0.152173913,0.260869565,0.051243024,0.586956522,-0.535713498,0.02173913,0,2
" سرد ہواؤں ، بلند و بالا درختوں ، پرکشش پہاڑوں اور وقفے وقفے سے آتی جاتی بادلوں کی ٹولیوں کے بیچوں بیچ بل کھاتی ہوئی ایک سڑک ، مری کو ایبٹ آباد سے ملاتی ہے ",0.019230769,0,0.230769231,3.391304348,0.324324324,0.913043478,42,0.108108108,0.216216216,0.216216216,0.135135135,0.03957382,0.621621622,-0.582047801,0.027027027,1,2
" اس سڑک کے توسط سے ایوبیہ ، خانس پور، باڑا گلی نتھیا گلی وغیرہ کے سحرانگیز مقامات کی سیر کی جا سکتی ہے ",0.019417476,0,0.233009709,2.239130435,0.32,0.934782609,43,0,0.24,0.16,0,0.026128869,0.56,-0.533871131,0,1,2
" مری ، پاکستان کے خوبصورت ترین تفریحی مقامات میں سے ایک ہے ",0.016949153,0,0.220338983,1.282608696,0.357142857,0.956521739,44,0.142857143,0.357142857,0.071428571,0.071428571,0.014967022,0.857142857,-0.842175835,0.071428571,0,2
" گرمی اور سردی ، دونوں موسموں میں یہاں ملک کے دیگر مقامات سے آنے والے سیاحوں کا تانتا بندھا رہتا ہے ",0.01,0,0.22,2.173913043,0.47826087,0.97826087,45,0.043478261,0.217391304,0.173913043,0.086956522,0.025367834,0.826086957,-0.800719123,0,0,2
 یہ سیاح یہاں آکر خالق کائنات کی پیدا کردہ ان خوبصورت نشانیوں اور دلفریب مناظر سے اپنے دلوں کو لبھاتے ہیں ,0,0,0.20754717,2.304347826,0.391304348,1,46,0.043478261,0.347826087,0.130434783,0.130434783,0.026889904,0.608695652,-0.581805749,0,1,2
ایک بزرگ اپنے نوکر کو فہمائش کر رہے تھے کہ تم بالکل گھامڑ ہو ,0,0,0.229508197,0.897058824,0.6,0.014705882,1,0.066666667,0.333333333,0.266666667,0.066666667,0.012380759,0.8,-0.787619241,0,1,3
 دیکھو میر صاحب کا نوکر ہے اتنا دوراندیش کہ میر صاحب نے بازار سے بجلی کا بلب منگوایا تو اس کے ساتھ ہی ایک بوتل مٹی کے تیل کی اور دو موم بتیاں بھی لے آیا کہ بلب فیوز ہو جائے تو لالٹین سے کام چل سکتا ہے ,0,0,0.243781095,2.955882353,0.52,0.029411765,2,0.06,0.3,0.22,0.02,0.040795616,0.68,-0.639204384,0.08,1,3
 اس کی چمنی ٹوٹ جائے یا بتی ختم ہو جائے تو موم بتی روشن کی جا سکتی ہے ,0,0,0.271428571,1.029411765,0.5,0.044117647,3,0,0.25,0.4,0.05,0.014207428,0.65,-0.635792572,0.05,0,3
 تم کو ٹیکسی لینے بھیجا تھا تم آدھے گھنٹے بعد ہاتھ لٹکاتے آگئے کہا کہ جی ٹیکسی تو ملتی نہیں ,0,0,0.22826087,1.352941176,0.409090909,0.058823529,4,0.045454545,0.227272727,0.272727273,0,0.01867262,0.636363636,-0.617691016,0.045454545,0,3
 موٹر رکشہ کہتے ہیں تو لیتا آؤں ,0,0,0.25,0.470588235,0.444444444,0.073529412,5,0,0.222222222,0.444444444,0,0.006494824,0.666666667,-0.660171842,0,0,3
 میر صاحب کا نوکر ہوتا تو موٹر رکشہ لے کے آیا ہوتا تاکہ دوبارہ جانے کی ضرورت نہ پڑتی ,0,0,0.235294118,1.25,0.571428571,0.088235294,6,0.047619048,0.285714286,0.333333333,0.047619048,0.017251877,0.857142857,-0.83989098,0.095238095,0,3
 نوکر بہت شرمندہ ہوا اور آقا کی بات پلے باندھ لی ,0,0,0.244897959,0.720588235,0.384615385,0.102941176,7,0.076923077,0.076923077,0.384615385,0.153846154,0.0099452,0.692307692,-0.682362492,0,0,3
 چند دن بعد اتفاق سے آقا پر بخار کا حملہ ہوا تو انھوں نے اسے حکیم صاحب کو لانے کے لیے بھیجا ,0,0,0.25,1.352941176,0.5,0.117647059,8,0.166666667,0.458333333,0.208333333,0.083333333,0.01867262,0.75,-0.73132738,0.041666667,1,3
 تھوڑی دیر میں حکیم صاحب تشریف لائے تو ان کے پیچھے پیچھے تین آدمی اور تھے جو سلام کر کے ایک طرف کھڑے ہو گئے ,0,0,0.240740741,1.588235294,0.592592593,0.132352941,9,0.037037037,0.37037037,0.259259259,0.185185185,0.021920032,0.740740741,-0.718820708,0.074074074,1,3
" ایک کی بغل میں کپڑے کا تھان تھا، دوسرے کے ہاتھ میں لوٹا اور تیسرے کے کاندھے پر پھاؤڑا ",0.011494253,0,0.229885057,1.279411765,0.428571429,0.147058824,10,0,0.380952381,0.047619048,0.095238095,0.017657804,0.666666667,-0.649008863,0.095238095,0,3
 آقا نے نوکر سے کہا یہ کون لوگ ہیں میاں ,0,0,0.275,0.588235294,0.583333333,0.161764706,11,0.166666667,0.416666667,0.166666667,0,0.008118531,1,-0.991881469,0,0,3
" نوکر نے تعارف کرایا کہ جناب ویسے تو حکیم صاحب بہت حاذق ہیں ، لیکن اللہ کے کاموں میں کون دخل دے سکتا ہے ",0.009615385,0,0.240384615,1.529411765,0.461538462,0.176470588,12,0.076923077,0.269230769,0.153846154,0.038461538,0.021108179,0.730769231,-0.709661051,0.076923077,0,3
 خدانخواستہ کوئی ایسی ویسی بات ہو جائے تو میں درزی کو لے آیا ہوں اور وہ کفن کا کپڑا ساتھ لایا ہے ,0,0,0.237113402,1.426470588,0.625,0.191176471,13,0.041666667,0.333333333,0.333333333,0.125,0.019687437,0.708333333,-0.688645897,0.041666667,1,3
 یہ دوسرے صاحب غسال ہیں اور تیسرے گورکن ,0,0,0.225,0.588235294,0.3,0.205882353,14,0,0.2,0.1,0.1,0.008118531,0.8,-0.791881469,0,1,3
 ایک ساتھ اس لیے لے آیا کہ بار بار بھاگنا نہ پڑے ,0,0,0.265306122,0.720588235,0.5,0.220588235,15,0,0.357142857,0.285714286,0.071428571,0.0099452,0.714285714,-0.704340514,0,0,3
 ایسے ہی ایک بزرگ ہمارے حلقہ احباب میں بھی ہیں ,0,0,0.234042553,0.691176471,0.583333333,0.235294118,16,0,0.583333333,0.083333333,0.166666667,0.009539273,0.75,-0.740460727,0,1,3
" گلی سے ریڑھی والا ہانک لگاتا گزر رہا تھا کہ انگور ہیں چمن کے ، پپیتے ہیں پیڑ کے پکے ہوئے ",0.011111111,0,0.244444444,1.323529412,0.434782609,0.25,17,0.043478261,0.260869565,0.347826087,0,0.018266694,0.608695652,-0.590428958,0.086956522,1,3
 انھوں نے لڑکا بھیج کر اسے بلایا اور کہا میاں جی معاف کیجیے ہمیں ضرورت نہیں ہے ,0,0,0.227848101,1.161764706,0.421052632,0.264705882,18,0.105263158,0.263157895,0.315789474,0.105263158,0.016034098,0.789473684,-0.773439586,0.157894737,0,3
 پھل والا چلا گیا تو ہم نے عرض کیا کہ اس زحمت کی کیا ضرورت تھی ,0,0,0.26984127,0.926470588,0.722222222,0.279411765,19,0.111111111,0.444444444,0.333333333,0.166666667,0.012786686,0.722222222,-0.709435537,0.055555556,0,3
 وہ تو جا ہی رہا تھا اسے روکنا کیا ضرور تھا ,0,0,0.272727273,0.647058824,0.769230769,0.294117647,20,0,0.538461538,0.461538462,0.153846154,0.008930384,0.846153846,-0.837223463,0,0,3
 بولے احتیاط کا تقاضا تھا کہ اس پر بات واضح کر دی جائے اور معذرت بھی کی جائے کیونکہ بےچارا اتنی دور سے اتنی امید لے کر پھل بیچنے آتا ہے ,0,0,0.235294118,2,0.575757576,0.308823529,21,0,0.363636364,0.393939394,0.090909091,0.027603004,0.636363636,-0.608760633,0.03030303,1,3
 دوسرے یہ کہ اسے یہ گمان نہ گزرے کہ اس گھر میں شاید بہرے رہتے ہیں جو اس کی آواز نہیں سن پاتے ,0,0,0.258064516,1.367647059,0.6,0.323529412,22,0.08,0.4,0.24,0.12,0.018875584,0.72,-0.701124416,0.04,0,3
 یہی ہمارے دوست ایک روز کار میں ہمارے ساتھ گولی مار سے گزر رہے تھے ,0,0,0.23880597,0.985294118,0.470588235,0.338235294,23,0,0.411764706,0.235294118,0,0.013598539,0.764705882,-0.751107344,0,1,3
 ایک جگہ لکھا ہے تشریف لائے ,0,0,0.25,0.411764706,0.375,0.352941176,24,0,0.125,0.375,0.125,0.005682971,0.875,-0.869317029,0.125,1,3
 ربڑی قلفی اور لسی تیار ہے ,0,0,0.259259259,0.397058824,0.25,0.367647059,25,0,0,0.125,0.25,0.005480008,0.75,-0.744519992,0.125,1,3
 انھوں نے فورا کار ٹھہرائی اور دکاندار سے کہا کہ پہلی بات تو یہ کہ ہمارے پاس فرصت نہیں ,0,0,0.229885057,1.279411765,0.571428571,0.382352941,26,0.047619048,0.380952381,0.095238095,0.095238095,0.017657804,0.761904762,-0.744246958,0.047619048,1,3
 ہم ضروری کام سے جارہے ہیں ,0,0,0.259259259,0.397058824,0.5,0.397058824,27,0,0.375,0.125,0.125,0.005480008,0.875,-0.869519992,0,0,3
 دوسرے قلفی اور ربڑی ہم نہیں کھاتے اور کسی کا بھلا یہ کون سا موسم ہے ,0,0,0.246376812,1.014705882,0.555555556,0.411764706,28,0,0.333333333,0.166666667,0.111111111,0.014004465,0.777777778,-0.763773313,0.111111111,0,3
 بہرحال تمھاری پیش کش کا شکریہ ,0,0,0.225806452,0.455882353,0.125,0.426470588,29,0,0.25,0,0,0.006291861,0.375,-0.368708139,0,0,3
 وہ تو بیٹھا سنا کیا اور نہ جانے کیا سمجھا کیا ,0,0,0.255319149,0.691176471,0.615384615,0.441176471,30,0,0.461538462,0.538461538,0.461538462,0.009539273,0.769230769,-0.759691496,0,0,3
 کار میں واپس بیٹھتے ہوئے ہمارے دوست نے وضاحت کی کہ یہاں کے لوگ ان آداب کو کیا جانیں ,0,0,0.235294118,1.25,0.571428571,0.455882353,31,0.095238095,0.428571429,0.238095238,0.047619048,0.017251877,0.80952381,-0.792271932,0.047619048,0,3
 یہاں تو دعوت نامہ آتا ہے اور اس کے نیچے لکھا ہوتا ہے کہ جواب سے مطلع فرمائیے ,0,0,0.243589744,1.147058824,0.55,0.470588235,32,0,0.2,0.3,0.1,0.015831135,0.75,-0.734168865,0.15,0,3
 جن کو شریک نہیں ہونا ہوتا وہ بھی چپ بیٹھ رہتے ہیں ,0,0,0.254901961,0.75,0.642857143,0.485294118,33,0.071428571,0.357142857,0.357142857,0.142857143,0.010351126,0.785714286,-0.775363159,0.071428571,0,3
 میزبان کو مطلع کرنا ضروری نہیں سمجھتے کہ بندہ حاضر ہونے سے معذور ہے ,0,0,0.217391304,1.014705882,0.5,0.5,34,0.0625,0.125,0.25,0.25,0.014004465,0.5625,-0.548495535,0.125,0,3
 اس بچارے کا کھانا ضائع جاتا ہے ,0,0,0.25,0.470588235,0.444444444,0.514705882,35,0,0.222222222,0.333333333,0.111111111,0.006494824,0.666666667,-0.660171842,0.111111111,0,3
 ہم نے غور کیا تو معلوم ہوا کہ ہم خود انہی آداب سے بےبہرہ لوگوں میں سے ہیں ,0,0,0.253333333,1.102941176,0.65,0.529411765,36,0.1,0.55,0.15,0.05,0.015222245,0.7,-0.684777755,0,0,3
 لوگ اخباروں میں طرح طرح کے اشتہارات چھپواتے ہیں کہ ہم پڑھ کر ان کی طرف متوجہ ہوں ,0,0,0.231707317,1.205882353,0.65,0.544117647,37,0,0.5,0.25,0.05,0.016642988,0.8,-0.783357012,0.1,1,3
 لیکن ہم انھیں پڑھ کر ایک طرف ڈال دیتے ہیں ,0,0,0.255813953,0.632352941,0.666666667,0.558823529,38,0,0.5,0.416666667,0,0.00872742,0.75,-0.74127258,0,0,3
 کوئی ہمارے لیے ٹھیکے کا بندوبست کرتا ہے اور ٹینڈر نوٹس شائع کرتا ہے ,0,0,0.217391304,1.014705882,0.5625,0.573529412,39,0,0.25,0.3125,0.125,0.014004465,0.6875,-0.673495535,0.125,1,3
 کسی کو ہمارے ہاتھ پلاٹ یا مکان بیچنا ہوتا ہے ,0,0,0.239130435,0.676470588,0.5,0.588235294,40,0.083333333,0.333333333,0.166666667,0,0.00933631,0.833333333,-0.823997023,0.083333333,1,3
 کوئی ہمیں یہ اطلاع دیتا ہے کہ اس نے اپنے نالائق فرزند کو جائیداد سے عاق کر دیا ہے ,0,0,0.240963855,1.220588235,0.619047619,0.602941176,41,0.095238095,0.428571429,0.238095238,0,0.016845951,0.904761905,-0.887915954,0.095238095,0,3
" کہیں کسی کی کوشش ہوتی ہے کہ ہم ان کی فرزندی قبول کر لیں اور ذات پات تعلیم اور تنخواہ کی شرطیں من و عن وہی رکھی جاتی ہیں ، جو ہم میں ہیں ",0.00729927,0,0.255474453,2.014705882,0.638888889,0.617647059,42,0.027777778,0.388888889,0.333333333,0.083333333,0.027805967,0.638888889,-0.611082922,0.027777778,0,3
 کوئی ہمیں گھر بیٹھے لاکھوں روپے کمانے کا لالچ دیتا ہے کوئی شارٹ ہینڈ سکھانے کی کوشش کرتا ہے ,0,0,0.215053763,1.367647059,0.380952381,0.632352941,43,0,0.238095238,0.380952381,0.047619048,0.018875584,0.666666667,-0.647791083,0.095238095,1,3
" بہت سے کالج مشتاق ہیں ، کہ ہم ان کے ہاں داخلے لیں اور بعضے اپنی کاریں اور ریفریجریٹر معقول قیمت پر ہماری نذر کرنے کی فکر میں رہتے ہیں ",0.007407407,0,0.22962963,1.985294118,0.59375,0.647058824,44,0.0625,0.3125,0.1875,0.15625,0.027400041,0.71875,-0.691349959,0.03125,0,3
 سمجھ میں نہیں آتا کہ ان سب ضرورت مندوں سے آدمی کیسے عہدہ برآ ہو ,0,0,0.246153846,0.955882353,0.588235294,0.661764706,45,0,0.235294118,0.176470588,0.058823529,0.013192612,0.764705882,-0.75151327,0.117647059,0,3
" بہت سوچنے کے بعد یہ ترکیب ہماری سمجھ میں آئی ہے کہ جہاں ہم ضرورت ہے ، کا اشتہار چھپوا دیں ہماری دانست میں ان اشتہارات کی صورت کچھ اس قسم کی ہونی چاہیے ",0.006578947,0,0.230263158,2.235294118,0.638888889,0.676470588,46,0.027777778,0.333333333,0.305555556,0.055555556,0.030850416,0.722222222,-0.691371806,0.138888889,1,3
 کرائے کے لیے خالی نہیں ہے ,0,0,0.259259259,0.397058824,0.5,0.691176471,47,0,0.25,0.375,0.25,0.005480008,0.875,-0.869519992,0.375,1,3
 ۲۰۰ گز پر تین بیڈ روم کا ایک ہوادار بنگلہ نما مکان  جس میں نلکا ہے اور مین دروازے کے آگے کارپوریشن کا کوڑا ڈالنے کا ڈرم بھی کرائے پر دینا مقصود نہیں ہے ,0,0.019607843,0.235294118,2.25,0.459459459,0.705882353,48,0.054054054,0.27027027,0.135135135,0.108108108,0.031053379,0.567567568,-0.536514188,0.108108108,1,3
 نہ اس کا کرایہ تین سو روپے ماہوار ہے اور نہ چھے ماہ پیشگی کرایہ کی شرط ہے ,0,0,0.253333333,1.102941176,0.45,0.720588235,49,0,0.3,0.2,0.05,0.015222245,0.7,-0.684777755,0.1,0,3
" جن صاحبوں کو کرائے کے مکان کی ضرورت ہو وہ فون نمبر ۷ ۶ ۳۲۵ پر رجوع نہ کریں ، کیوں کہ اس کا کچھ فائدہ نہیں ",0.009345794,0.046728972,0.261682243,1.573529412,0.551724138,0.735294118,50,0.034482759,0.310344828,0.137931034,0.103448276,0.021717069,0.689655172,-0.667938103,0.103448276,1,3
 اطلاع عام ,0,0,0.272727273,0.161764706,0,0.75,51,0,0.25,0,0.25,0.002232596,0.75,-0.747767404,0,0,3
" راقم محمد دین ولد فتح دین کریانہ مرچنٹ یہ اطلاع دینا ضروری سمجھتا ہے کہ اس کا فرزند رحمت اللہ نہ نافرمان ہے نہ اوباشوں کی صحبت میں رہتا ہے، لہذا اسے جائیداد سے عاق کرنے کا کوئی سوال پیدا نہیں ہوتا ",0.005050505,0,0.217171717,2.911764706,0.454545455,0.764705882,52,0.136363636,0.25,0.204545455,0.068181818,0.040186726,0.590909091,-0.550722365,0.068181818,0,3
 آئندہ جو صاحب اسے کوئی ادھار وغیرہ دیں گے وہ میری ذمہ داری پر دیں گے ,0,0,0.242857143,1.029411765,0.555555556,0.779411765,53,0.055555556,0.444444444,0.111111111,0.277777778,0.014207428,0.611111111,-0.596903683,0,0,3
 ضرورت نہیں ہے ,0,0,0.266666667,0.220588235,0.6,0.794117647,54,0,0,0.2,0.2,0.003044449,1,-0.996955551,0.6,0,3
 کار مارس مائنز ماڈل ۱۹۵۹ء بہترین کنڈیشن میں ,0,0.088888889,0.2,0.661764706,0.1,0.808823529,55,0,0.2,0,0.1,0.009133347,0.4,-0.390866653,0,0,3
